Epoch,Training Loss,Validation Loss,Training_Accuracy,Validation_Accuracy
156,0.680086390209198,0.6769991039276123,56.65833353996277,56.94499611854553
157,0.6801291185061137,0.6770463752746582,56.71166777610779,56.94499611854553
158,0.6802981872558593,0.6770794978141784,56.673336029052734,56.94499611854553
159,0.6799400965372722,0.6770328881263733,56.67999982833862,56.94499611854553
160,0.6797496419270833,0.6770833553314209,56.638336181640625,56.94499611854553
161,0.6801516563415527,0.6770785477638245,56.67166709899902,56.94499611854553
162,0.6804086525917054,0.67699557762146,56.630003452301025,56.94499611854553
163,0.6803562082926432,0.6770255830764771,56.628334522247314,56.94499611854553
164,0.6799376993497213,0.6768841341972351,56.66166543960571,56.94499611854553
165,0.6802070699373881,0.6770969956398011,56.64833188056946,56.94499611854553
166,0.6798044445673624,0.6771143609046936,56.681668758392334,56.94499611854553
167,0.6799602013905843,0.6769253230094909,56.63999915122986,56.94499611854553
168,0.6803630608558655,0.6771019342422485,56.64166808128357,56.94499611854553
169,0.6801646320025126,0.676968909072876,56.644999980926514,56.94499611854553
170,0.6798383629798889,0.677056287765503,56.630003452301025,56.94499611854553
